Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,csv_injection,sql_injection,Encrypted_RAM
Acer,2.912102833156541,8,1000,11.503517214928577,3.94431510360237,31879.66275681356,False,False,gAAAAABn_qg30VO5h1vyhckU_y8QQmW0NzIX9ZxDeM43gY5IHThmm9XHsHpMl7q4icklqsok3P5PsC4VLgJbIkbr5A6zm6jvxA==
HP,1.664271598570881,8,512,13.000775561576065,4.625354133674141,17008.985706336844,False,False,gAAAAABn_qg3SZkkbUR2yPPq6clM886U5cnvsjRDo2PjFU2uF-mOlYSvBRPLpFq3hoiEAPZvWJstjfL3tko6ELbRJ_ioiZqJsQ==
HP,3.4388190417375264,4,256,15.065245673021204,4.37156153081502,9362.265977008854,False,False,gAAAAABn_qg3MhTpfGhzZZGZvIw7Ctr-Yq-WyJ9v8ClP8tJbQARpbgu36VIZ3OB6jCFZ_CgK3nj578SVN86i8LBGtEBGrYsUFg==
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,33008.898865411786,False,False,gAAAAABn_qg3a9hK7vhVbpA0lbNTDUS-zIM54fyyUsvH606he2koA8GypWVf20zVOZI4-ZMbpvipxYuFUyOUZCSN3EKRp-2nJw==
HP,2.81097567331895,32,1000,12.232408450868176,3.636746365376199,32703.61322521928,False,False,gAAAAABn_qg3ZL6CvsxWpX9C9oOKOFvmI3LqBfxOoesk4jRkkT4ePizGp7s5EBI6_qX9LErhByO9WQX8dHx5-_YovPrvoh90ng==
HP,2.60190686734557,16,256,13.288646248479868,2.31677463792992,9859.675147759026,False,False,gAAAAABn_qg3iy2d-fWPYw04bP-fVXCYQ4pl2ILfme2GVuXVlx9DLPuM-ndFQhpETxJQzrhpmAbM-POoQhAgemTOr86yT7V-uw==
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,10566.171029177392,False,False,gAAAAABn_qg3hzBiA0Ip7HhSlnYy0P-lcxnEX0WA5t3tFKwfTkYe6M6zPfm9aJJymqwrdXcht4-9hVt66quDpwHMUtUt1H6hbQ==
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,16702.35101114597,False,False,gAAAAABn_qg3opI0I2XivJb5Me8jXVsn1zxS9M2HI7Q9B1fKqs79v97eQSQwv8qCOL8bxuQ-wewUcphVlv7UmEt50rJubNXuyw==
Dell,1.8881006148267807,8,1000,15.400920478952624,3.605457001041051,31232.363630769603,False,False,gAAAAABn_qg3mqmj5xBBTbFqJJroxbDMuD88HsHAh9DEE2Bhi_JAui13LzVxacPUelVK_K-n00LTpRO-wWtP9eiS6KEq25_AJw==
Acer,1.9548203262381776,4,1000,11.697145739152676,2.2460710556344123,31169.850513456506,False,False,gAAAAABn_qg3WAFpOcA5zphEW-YpCnZCnnVbnv1qnjEIiomj9wTFU4NPJi6lpnJjWHVUp_iI11AHgG90RpG4pDA5W66br0GLJQ==
Acer,3.654464052533793,4,256,15.685975361689948,2.104817739217965,9486.59493721812,False,False,gAAAAABn_qg3yLGVYcODsxFDDTZLGcuEqXdA_AoQSffQFDXkSFPVzFOaFDEeQDy3WUrmmB1fr9IdnsoVs_fMmPCWDqLrxEfFmA==
HP,3.8652886553340817,32,1000,15.71161286909609,4.969269240228003,33005.18133837966,False,False,gAAAAABn_qg3n7VdRc4wWWUFU-vA13LHvyz8FNDCnDqLUsR2CfQCxpJrSbgx2C3fMinhNoj_MvfzooQMMPCGary0c1b9UdLaRA==
Acer,2.4332732906993826,16,512,14.60661617374597,2.090063996447216,17299.66299417338,False,False,gAAAAABn_qg3blCh51ePaUzYI2W-fvyT5zBfl57QJdYktSd3m8-Qrm92pWyj1YUW_6kVqVnhXrmOIg6bk2T2SO7KV-YaorrIjQ==
HP,2.1768616828588847,32,1000,16.94217069199023,3.333584759150479,32993.53208719504,False,False,gAAAAABn_qg3QuA1qqHMePbSiXZYFKEmc_eP-XeWBH2O3mYQgrC-jzrh3Pwe8GIBsR5j-sGyG4hqQumCfzphwTEt8c8By4jzyw==
Dell,3.1099988580975397,32,256,12.951523435547312,3.513857073823087,10514.889245702288,False,False,gAAAAABn_qg33QkVQ8OlBUCz7lifp3BoEEBbUYR0vQCIhsR0E3d3XChczkJgmL-hfuxDTPNBUyGSQdakSt_UMWTKT9J6T15nzA==
Asus,2.5218354277452413,32,256,16.64763468945111,2.351840443401336,10859.96282331094,False,False,gAAAAABn_qg3Qa3QDmYhIE7O2sclpRAJjIPejyQp_J5XKyuy5q_idxnH-a0zclFCVdbENellsz8v3fecXc0yr8Kcewz6t6gKGw==
Asus,1.5634658891508622,32,512,16.488386689739023,2.5071853353191487,18310.41380623579,False,False,gAAAAABn_qg3dXSVTorTxkzwWRd0Lo_KxQlCYt88P872oymnmK_aBiUDUtIaSFg5A9fxOQY6Nt6Aa3JcYYJhAlmBDRcncLzZ0w==
Asus,1.890381493415476,8,512,11.068883958496269,3.0554150192310576,16833.276091774973,False,False,gAAAAABn_qg3fwlRARd5vcT8llynuiMi0lvxdcqCuyG8wX-GlkC-I4MjJKXxEdP2N0qabvJBTJWCk_fe2i_WJt89yq27YK416A==
Acer,3.289930572118494,16,1000,13.700699158848868,4.285027628640988,32339.842111645936,False,False,gAAAAABn_qg3Atmh-mX0NT9PBA_Oe_6YbemHZ2lIQdaiQpGvzitulTSiYvHw51cnLT8YYRyixxSV09eLFJhTEYPADfntkSss3Q==
Dell,3.1473098547753784,8,1000,16.86262539830944,3.5212472721808004,31954.95009707073,False,False,gAAAAABn_qg3xh1Beo-PIICHduJ43HZ-CEieNRbnKagGxhN6x8hmD-QuiKcpFY7349ZDjvSgfQ3lAc3-ENWMSrQW0XM2FlaSgA==
Acer,1.5677399812587087,16,256,11.618728174448457,3.9137056236588847,9437.652448312245,False,False,gAAAAABn_qg3oc4i1QwxWhyf6Gwj_eOsh0FYrTGNpi2_JY5edprfi-oaLMH0Uqkr71Kf_6tWcb8roQW-I1KGKE7E6SXd2ZwpNQ==
Acer,2.054930404832373,4,512,14.286708166299915,4.9555236652720245,16879.49194023418,False,False,gAAAAABn_qg3JtgPikyMtBDZwa8U5VSASG-He2vAPABEFm0I5qwKlaOBmGq4X45KnIG1__62hAWaRfKIN_FyMZAlfFq1AV6-0w==
Dell,2.0776869914701788,32,512,16.873745042246625,4.304016305939629,18371.75254715768,False,False,gAAAAABn_qg3ck2XToWFSrjG4XbPetUtfHrg6y75za8VVxXM_4NfH6SrSZFXtUpbr6kHanBAv1vM23Z4PvYCHBfeGoYIXUnkQA==
Dell,3.179731858996821,8,512,14.332972544635162,3.3030844944236533,16959.08793158975,False,False,gAAAAABn_qg3WbUf5hpSiH9x717nd8WEax4GSphuePA2OhqCdgd9ZeNUES_uu77LfCo0-DtGGiAfsF3t5gmwTpnndS0UYh9RiQ==
Dell,1.5492763443859103,16,1000,12.138891817832937,3.3393257653896464,31849.94957524409,False,False,gAAAAABn_qg3z1YS_UKTxhHizEsgqHMjRLmSZhv9atFNqyGrTcXHygfIl3L0bRlh14GwV6zPn4qS00pXKMCOhciRr7_JAC4A_A==
Dell,1.760271454961435,4,512,14.493099380555538,3.856316231123015,16691.8538808074,False,False,gAAAAABn_qg3jWNIsjVTUsSSwdwRE6J28s9JJIxN50XAJuJ3DJcayQZ9IUD6HV4Afi3gNjxtEvLJ2RnyPh0g3e6K5Eb0a47H_w==
Asus,3.499790213432973,4,256,12.22664344369728,3.996095625256713,9454.453848798114,False,False,gAAAAABn_qg3936FdAc5UaCZ41hCPn9itshMmW2YcIatqz82djve1pTmgTYIIjQBZSmX6TySmqktKKSfcGF77TJmUp_dqg5XMQ==
Lenovo,1.946361655135834,32,256,14.118225577366903,3.502132777510014,10327.843844709536,False,False,gAAAAABn_qg3ARAagw-r5RwWw53Q0fsdpl22ks715mHs4hX0W9s9jqMAN3B1inCmoYH-M6qu3HZhMl4KmsyM-LJ4H4VyGmdoOQ==
Lenovo,3.131865269629687,16,1000,11.444253307474089,3.93458366844494,31996.360216835685,False,False,gAAAAABn_qg3XDd91QzKx3n5l609N3zCJnnDoyCpQ0W5LKmznY1rcS7XLUm55j9HIGqxGo7q8UXjvUrBNZMf0ORTgW2ryqjbEA==
Dell,2.095456952616816,8,1000,14.632896015286429,2.070597483242296,31624.8432680589,False,False,gAAAAABn_qg3XSYB2G6QcSJTzleZqy35J7zRV4I5YD4wkcMeZ_ybfmDyBF_1E2_9v4-W1zv8TRhBwo9JlRfjMN9cuJKSA_yiBA==
Lenovo,1.748603481898363,32,512,14.10073963476895,3.2888685916905325,18295.118647808857,False,False,gAAAAABn_qg3PlS0kFGNsZeF8LparUPacbspUoV0-D6jXEDt9AqiC4QR26kVMN6XnpKzcZ4o77h4j3J_AwAlKi3Pg3X0QQXMmA==
Lenovo,2.107930477498635,8,1000,15.440968212568778,2.8368142282204305,31362.16189438691,False,False,gAAAAABn_qg37yiN-gCMo9OPHyVhG1WQ6op8L4LiRbJWBc4pK-Qb2By2umYi2EGWzRISFrgdZXIJih9ONON6Jn7sysZpRCWDZQ==
Dell,3.305667329639148,4,256,14.784202826952711,2.3875233357293317,9107.981058442165,False,False,gAAAAABn_qg3YXbw2bedyxduDxANp6l6wTmYk3SsuHvn0djQaTiQvKAJeO3ssAWNm76fSPWqgNVfPV5bbBYxXULnX1_OadihIQ==
Lenovo,3.6392411702657146,8,512,14.29763761118454,2.2986395384263254,17146.71360929845,False,False,gAAAAABn_qg3xI18Jh-I6sA6ArclUXdIPjcwQ-vAGM3hiXxClBZKcYc2VGKmy2gFiCFXoo_7AMS4Wo58YwLv8D7vqP3i3UDL0A==
Acer,3.575549661417479,8,256,15.138673095488729,3.809576496844002,9491.27221480852,False,False,gAAAAABn_qg3hNXTIIi48jjqXVPDjrLciS7704rSt5iA9wH60k5Ii0F88ZLRITB1VRwz-oeaI7U6nCpG12AfnIFJYEETYWF9xQ==
HP,2.492958824046137,32,512,11.863651481433385,3.570801641457835,17807.040217535818,False,False,gAAAAABn_qg30pQo-Qpu9oHzgkdxa20bTGXvQ0myD8Db4AlSdYZC-Or5XzwHNsUypucNbMymkaWKKUEeEzAOKKP295N1lB0a-w==
